Genes,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18
yejA,6.09527,6.137196,6.129118,6.291198,6.135022,6.376308,6.045945,6.302502,6.397649
yejB,5.878946,5.75462,5.858329,5.570797,5.817828,6.324397,5.516677,6.072449,6.066563
yejF,6.431456,6.541252,6.94228,6.590961,6.745385,6.458431,6.404546,6.119833,6.36487
yejG,5.655724,5.673585,6.002275,5.627081,6.016095,6.207717,5.953801,6.067058,5.719758
yejK,8.412879,8.66385,9.433354,8.108232,8.215499,7.634375,7.548321,6.838195,7.496934
yejL,7.642102,7.811876,8.42404,7.874858,7.930542,7.650341,6.877008,6.463949,6.480718
yfaA,5.609282,5.478972,4.853447,5.122093,5.410918,5.723886,5.587875,5.965115,5.802297
yfaE,5.445065,5.363592,6.057797,4.990501,5.946965,5.678833,5.555172,5.841948,6.311576
yfaL,5.596935,5.429214,5.240963,5.452068,5.473722,5.751705,5.547974,5.94521,5.888914
yfaP,5.438991,5.412104,5.111657,5.110196,5.33564,5.83251,5.539903,5.891759,5.50846
yfaQ,5.442247,5.318317,4.953545,5.096262,4.9568,5.820817,5.452002,5.839481,5.761099
yfaT,5.428276,5.548591,5.298182,5.514406,5.463361,5.790902,5.712816,5.713586,5.336748
yfaY,5.456806,5.538973,5.50042,5.77455,5.384948,5.520045,5.602558,5.894357,5.859522
yfaZ,7.332135,7.429365,7.928003,6.419606,6.2869,5.775103,6.218742,5.681787,5.912362
yfbK,5.45628,5.424687,4.585563,4.750017,5.137299,5.57921,5.347949,5.877965,5.749132
yfbL,5.386052,5.533719,5.029099,4.973611,5.298548,5.563677,5.457627,5.592846,5.378304
yfbM,5.527946,5.529758,5.577852,4.764739,5.456773,5.526726,5.640852,5.717183,5.473592
yfbN,5.402893,5.525411,4.648983,4.29565,5.382529,5.59434,5.348657,5.936873,5.094658
yfbO,5.422771,5.37417,5.665734,5.191563,5.339708,5.398829,5.413222,5.772123,5.822348
yfbP,5.530289,5.525349,5.388844,5.513049,5.554128,5.815447,5.757983,5.788033,5.394514
yfbR,5.772308,5.968229,6.091023,6.15868,6.376238,6.027508,5.965069,5.547049,5.607182
yfbS,5.578999,5.680803,5.369501,5.438925,5.37128,5.831928,5.55888,5.86198,5.692622
yfbT,6.44296,6.399325,6.610715,6.60333,6.828441,6.539004,6.352811,5.755422,6.066261
yfbU,8.223094,8.204894,8.616372,8.455204,8.555245,7.721277,7.476738,6.321441,7.137186
yfbV,6.183407,6.228665,6.201575,6.594205,6.35055,6.130931,6.265231,5.895327,6.334747
yfcA,6.116074,6.128912,6.202261,5.983792,5.918601,6.131116,5.621261,5.873469,6.071033
yfcC,5.499112,5.509506,5.335926,5.108483,5.157327,5.496718,5.282254,5.632763,5.841118
yfcD,6.413577,6.460579,6.737362,7.041681,6.73582,6.686487,5.84544,5.958634,6.158377
yfcE,8.70158,9.001448,9.51699,9.202496,9.232335,8.075843,7.712328,6.535089,7.62203
yfcF,5.743488,5.540275,5.910133,5.634942,6.053915,5.99125,5.903761,5.727648,5.614003
yfcG,5.375144,5.318787,5.366637,6.104358,5.774418,5.807922,5.146003,5.741683,5.679649
yfcI,6.101251,6.107207,6.392163,6.659925,6.501582,6.670755,6.485733,6.239322,6.088184
yfcJ,5.645212,5.603923,5.285291,5.543032,5.340847,5.683753,5.146085,5.696049,5.851324
yfcL,6.449198,6.703433,7.057407,6.426667,6.417245,6.042885,6.00205,5.871942,6.948788
yfcO,6.47135,6.609489,6.683374,6.868403,6.832409,6.612603,6.394154,6.055044,6.41224
yfcP,5.595563,5.627023,4.699774,5.39729,5.685912,5.348516,5.449132,5.665592,5.908236
yfcQ,5.704983,5.732052,4.741737,4.638885,5.075832,5.518315,5.154818,5.586044,5.741575
yfcR,5.4915,5.544176,4.7143,4.774892,5.498985,5.827336,5.207385,5.850199,5.31183
yfcS,5.567393,5.816779,5.174846,5.198416,4.750821,5.486232,5.709208,6.003827,5.485008
yfcV,5.391974,5.702076,5.471968,4.441882,4.67993,5.555571,5.448042,5.828048,5.640274
yfcZ,6.020235,5.967653,4.679199,6.006859,6.14421,5.546894,6.137708,5.734926,5.831573
yfdC,5.908981,5.88186,5.821123,6.113075,6.341772,6.074934,6.037492,6.0581,6.122072
yfdE,5.86431,6.015627,5.643337,5.121803,5.100137,6.016452,5.840942,6.120974,5.546894
yfdF,5.557441,5.903279,4.790407,4.633431,5.046578,5.941834,5.919388,5.959167,5.643827
yfdK,5.642297,5.384464,5.189587,4.636045,4.685043,5.46506,5.905014,5.796831,5.36247
yfdN,5.340491,5.628774,4.945046,5.132824,5.162573,5.70827,5.64694,5.80805,5.647833
yfdP,5.860417,5.778051,5.309576,4.585563,4.541391,5.705342,5.694908,5.730939,5.838221
yfdQ,5.803615,5.747011,5.626848,5.06169,5.638508,5.654521,5.700551,5.956963,5.799787
yfdR,5.579512,5.534684,4.14991,4.8107,5.171567,4.967952,5.805912,5.855467,5.548375
yfdS,5.728737,5.601667,5.542196,4.440221,5.021924,5.359345,5.145922,5.717101,5.256482
yfdT,5.725278,5.565353,6.011227,5.145433,4.807922,5.759369,5.127922,5.867971,5.217657
yfdV,5.691534,5.649529,5.447811,4.923387,5.338175,6.048803,5.72006,5.981784,5.388741
yfdY,6.339779,6.404665,6.365325,6.906073,7.194422,6.909113,6.40635,5.857832,6.351063
yfeA,6.109402,6.136376,6.161263,5.828759,5.801314,6.082256,6.100788,6.211071,5.999955
yfeC,8.013312,8.141341,9.347183,8.206541,8.338371,7.957073,8.915246,7.155071,7.513633
yfeD,6.245971,6.134755,6.003962,5.867526,6.199535,6.086232,6.273441,5.965669,6.329608
yfeH,6.080274,6.03263,6.47096,6.243136,6.158155,6.311539,5.821328,6.251492,6.089392
yfeK,6.282736,6.360838,5.709732,5.509316,5.742114,6.089117,6.193732,6.163297,5.370095
yfeN,5.980094,6.03177,5.413696,5.02963,5.622813,6.224137,5.705121,6.297081,6.055998
yfeO,5.819336,5.796883,5.512764,6.213892,5.897749,6.062143,5.934233,6.044044,6.028702
yfeR,5.84697,5.924456,6.014779,5.633925,5.49227,6.141188,5.903641,5.983632,5.672397
yfeS,5.955847,6.326196,6.751209,6.661536,6.73494,6.435595,6.455919,6.539159,5.902845
yfeW,5.823647,5.758516,5.646163,5.472358,5.519636,5.958518,5.81514,6.177798,5.835975
yfeX,7.492871,7.779562,8.329343,8.004383,7.807052,7.484452,7.679227,6.543743,7.3855
yfeY,7.75665,7.854563,8.151291,7.434503,7.274998,6.972704,7.321116,6.477791,6.788647
yfeZ,6.822093,6.632559,7.037152,7.142883,7.026313,6.687229,6.390427,6.287472,6.721086
yffL,6.314878,6.365518,6.678734,6.642124,6.359012,6.329841,6.802012,6.3946,6.39472
yffN,5.946193,6.139551,4.772361,5.286475,5.391871,5.808256,5.74685,6.003692,5.635319
yffP,5.883083,6.377245,5.730558,6.097969,6.234808,6.071248,5.815473,6.146553,5.601251
yffQ,6.298402,6.517055,6.650721,6.585233,6.246104,6.333978,6.255387,6.202183,5.948881
yffR,6.365448,6.346691,6.833851,7.057429,6.965242,6.978138,7.006118,6.536255,6.354064
yfgD,6.093455,6.229261,6.321261,5.916405,6.384689,6.508825,5.841621,5.903472,6.448438
yfgF,5.724268,5.831092,5.773944,5.425829,5.661294,5.975195,5.730857,6.023965,5.854145
yfgG,9.260348,9.240016,10.115746,10.096293,10.090192,9.118147,8.539477,7.139009,8.20548
yfgH,5.651626,5.96396,5.492686,5.421021,5.270977,5.634855,5.805086,6.090769,5.708518
yfgI,5.809312,5.68024,5.297008,5.418325,5.137299,5.821608,5.841621,5.789416,5.586314
yfgJ,5.571646,5.430252,4.60419,5.86374,5.068972,5.180188,6.282366,5.999572,4.984316
yfgM,7.048029,7.037283,7.553576,7.512393,7.135586,6.707276,6.829165,6.245401,6.79578
yfgO,6.04098,5.902532,5.498761,5.571707,5.625095,5.677959,5.691283,5.974506,5.858056
yfhG,6.487342,6.402142,7.485032,6.949535,6.958831,6.401733,6.037492,5.771674,5.754674
yfhH,5.690194,5.809877,5.793428,5.209765,5.489093,5.523123,5.554834,5.705453,4.928133
yfhL,6.154818,6.327687,6.169945,5.775182,5.761019,5.858727,6.169424,5.642268,6.278449
yfhM,5.929247,6.049936,6.107458,6.412223,6.303269,6.175385,6.048868,5.918529,5.940214
yfhR,5.527102,5.450551,5.550685,5.296311,5.248838,5.647401,5.638711,5.815345,5.602053
yfiB,6.551639,6.808462,7.422931,6.677212,6.46573,6.402807,5.798725,5.607242,5.803098
yfiE,5.291677,4.894915,4.991046,4.985683,4.782356,5.208517,4.977555,5.372325,5.129778
yfiF,6.044044,6.198946,6.470927,6.086423,5.914038,5.833548,5.738984,5.571859,5.864929
yfiH,5.356144,5.269744,5.242907,5.813217,5.705231,5.465681,4.843532,5.209219,5.000586
yfiL,5.577278,5.578275,5.605317,8.206521,8.04347,7.374014,6.489591,5.855143,6.239914
yfiM,5.476738,5.433928,5.943148,7.168131,7.215649,6.849474,6.728397,6.01761,6.729281
yfiN,5.873395,5.98798,6.522166,5.640303,5.774708,5.545443,5.498219,5.264574,5.125982
yfiP,7.35676,7.664554,8.738893,7.115397,6.719868,6.866859,6.470179,5.996005,6.218413
yfiR,6.423477,6.438193,7.093212,6.645846,6.438426,6.113805,6.196804,5.820179,5.970532
yfjD,7.085775,7.290166,7.627096,7.152021,7.020769,6.78398,6.748877,6.086954,6.212997
yfjH,5.766595,5.897507,6.085934,5.670274,6.017165,5.603626,6.250772,5.756863,5.809106
yfjI,5.84426,5.895472,5.739929,5.459694,5.23051,5.639666,5.877327,5.991771,5.577973
yfjJ,5.361031,5.18658,5.470179,3.943734,4.20085,5.36814,5.030513,5.758623,4.793064
yfjK,5.851224,5.687537,6.051198,6.078802,6.187253,5.914708,5.790511,5.849224,5.491661
yfjL,6.497405,6.38657,6.912865,7.306909,7.172267,6.783692,6.337729,5.928749,6.237621
yfjM,5.427673,5.284958,5.479489,5.028525,5.12817,4.719731,5.312338,5.711853,4.986911
yfjP,5.366042,5.080359,5.109611,5.065357,4.969381,5.158781,4.911931,5.780126,5.475052
yfjQ,5.388224,5.164263,5.135248,4.995077,4.991318,5.317702,5.525818,5.839481,5.28444
yfjR,5.693543,5.328585,4.678297,4.89695,4.991545,5.19645,4.884451,5.744807,5.469593
yfjS,5.466921,5.554036,5.361628,5.027021,5.241688,5.624598,5.290388,5.789025,5.107604
yfjT,5.480039,5.652114,5.534902,4.953452,4.885526,5.23787,4.991227,5.728846,5.132207
yfjW,5.625446,5.728002,5.640534,5.819898,6.226798,5.755448,6.04828,5.808308,5.443109
yfjX,5.481783,5.350391,4.849499,4.7658,5.133399,5.265137,5.257539,5.774075,5.229011
yfjY,5.549423,5.405278,5.045923,5.274262,5.138569,5.075918,5.048977,5.880686,5.297485
yfjZ,5.521396,5.175604,4.899852,4.62293,4.868094,5.248345,5.509252,6.007823,5.000901
ygaC,5.814499,5.775525,5.287952,6.183169,6.114908,6.201163,5.566967,6.170526,5.44933
ygaH,8.133291,8.079405,8.716998,8.316064,8.332556,7.400265,7.247234,6.446008,7.670253
ygaV,6.088417,5.984658,6.356883,6.107165,5.748434,5.57104,5.977898,5.963867,5.928536
ygaZ,7.641488,7.734005,8.006865,7.617276,7.510503,7.06498,7.020124,6.391819,7.05942
ygbE,6.823163,6.538786,7.167017,6.980608,6.885587,6.794988,6.823737,6.729417,6.762907
ygbF,6.336748,6.172568,5.557165,5.289097,5.927304,6.291475,6.02494,6.549423,6.408066
ygbI,6.273012,6.416401,6.540182,5.936709,6.146513,6.189152,6.687159,6.654808,6.585143
ygbJ,6.102868,5.907516,5.729417,5.762774,6.069659,6.101356,6.030424,6.508286,6.174047
ygbL,5.819362,5.908789,5.210973,5.366672,5.111699,6.024652,5.603389,6.300197,6.136725
ygbM,6.200222,6.188084,6.124556,6.066197,5.679367,5.786675,6.340651,6.477256,6.379552
ygbN,6.06596,5.910373,5.610169,5.595832,5.447744,6.075575,6.026158,6.391012,6.181381
ygbT,6.097337,6.143312,5.989139,5.694072,5.821583,6.038524,6.058555,6.586495,6.304055
ygcB,6.11836,6.232929,5.881371,5.621495,5.567485,6.094215,6.135473,6.527117,6.268696
ygcE,6.053676,6.110593,5.950072,5.567515,5.771542,6.508286,6.288912,6.629677,6.44705
ygcG,5.996999,6.261869,5.791996,5.467508,5.552439,6.291327,6.285476,6.484976,6.219633
ygcN,6.122031,6.026822,5.909845,5.902966,5.822195,6.270492,6.165369,6.46666,6.322613
ygcO,6.101503,6.027353,6.422704,5.53742,5.83099,5.633141,6.130272,6.21758,6.126374
ygcP,6.045443,6.345911,5.46287,5.388672,5.657097,6.269089,6.413746,6.452546,6.553069
ygcQ,5.935035,5.68423,5.263185,5.722575,5.638537,6.038458,5.925406,6.328352,6.043848
ygcR,5.879265,5.921341,5.279025,4.983085,6.028061,6.208088,5.950095,6.302191,6.062467
ygcS,6.079762,5.932416,5.558329,5.743165,5.674602,6.11838,6.136479,6.3655,6.203886
ygcU,6.000158,6.212589,6.037185,5.604309,5.95508,6.458054,6.402415,6.641503,6.350727
ygcW,6.182295,6.299043,5.781884,5.646624,5.749615,6.337354,6.335712,6.645558,6.272994
ygdB,6.100852,5.936002,5.655037,5.550223,6.008137,6.099947,5.973565,6.222747,6.113263
ygdD,6.680648,6.726831,6.229896,6.241611,6.362277,6.494448,6.172347,6.457003,6.968194
ygdG,6.206331,6.312121,6.429582,6.172987,5.445263,6.532566,6.215057,6.456215,6.765283
ygdH,6.785877,6.809324,7.260854,7.027707,7.034799,6.865919,7.021191,6.740941,6.886416
ygdI,6.323244,6.480378,5.948624,7.781858,7.306973,7.460276,6.424989,6.670727,6.685646
ygdQ,6.735414,6.469039,6.982845,6.36903,6.264199,6.917802,6.584572,6.800771,6.707677
ygdR,6.456182,6.371123,6.447265,6.678818,6.359398,6.475539,6.916465,6.726354,6.726477
ygeA,6.029674,6.172287,5.682742,5.812575,5.606116,6.131301,6.252344,6.523138,6.188876
ygeG,5.625241,5.944156,5.675195,4.140615,4.904629,5.863542,6.122217,6.226894,4.964029
ygeH,5.884378,5.999977,5.428678,5.087378,5.200065,6.024652,6.197256,6.480055,5.701244
ygeI,5.888548,5.737038,5.579753,6.228665,6.428276,6.768317,7.128623,6.758476,6.205725
ygeR,6.975367,7.031384,7.076645,6.875927,7.094004,6.828314,7.03525,6.749347,6.694852
ygeV,6.710862,6.819438,7.18305,6.364818,6.486586,6.663957,7.032332,6.862228,6.60232
ygeW,6.242374,6.16215,6.040147,5.740361,5.8282,6.166314,6.363837,6.624525,6.37754
ygeX,6.164867,6.167057,6.15973,5.821328,5.78309,6.109695,6.371385,6.513001,6.738457
ygeY,6.167599,6.000135,5.559675,5.685015,6.057125,5.998399,6.360944,6.815499,6.36047
ygfF,6.524753,6.51581,6.704014,6.483284,6.455311,6.636349,6.884708,6.772757,6.855329
ygfI,6.608765,6.598618,6.318787,6.241859,6.12951,6.328549,6.602231,6.935,6.692636
ygfK,6.234616,6.178456,5.882594,5.677677,5.733571,6.197354,6.351964,6.667991,6.414981
ygfQ,6.25882,6.299428,5.892245,5.68465,5.708546,6.316417,6.310486,6.659554,6.509157
ygfS,5.87799,5.90778,5.885867,5.415421,5.923601,6.06251,6.300508,6.586119,6.271818
ygfT,6.130334,6.270286,5.98873,5.69279,5.760647,6.027773,6.520517,6.665649,6.406367
ygfZ,7.783208,7.725175,8.162658,8.216625,8.117846,7.543852,7.755308,7.044777,7.857981
yggC,7.172478,7.037031,7.501176,7.808688,7.708236,7.295631,7.144893,6.985444,7.172598
yggD,7.162311,7.238519,7.403217,7.358642,7.46648,7.102522,6.868761,6.74517,7.16804
yggE,8.587721,8.720484,9.322591,10.275915,10.267103,9.530227,8.447356,7.278412,8.190956
yggF,6.098937,6.096093,5.531631,5.444336,6.03624,6.069831,5.980208,6.427941,6.357429
yggI,6.743394,7.256454,7.866042,6.657697,6.410171,6.317919,7.029033,6.796118,6.827908
yggM,6.410646,6.30823,6.170686,5.18848,5.567059,6.04732,6.376342,6.745385,6.709084
yggN,7.154464,7.405499,8.035497,7.283153,7.043509,6.930678,7.659425,7.029641,7.181272
yggP,6.17979,6.271108,5.572829,5.61005,5.822552,6.106327,6.396279,6.604813,6.43351
yggR,6.266993,6.333925,5.561234,5.532847,5.61073,5.896635,6.10165,6.5756,6.591829
yggS,6.80271,6.92372,7.28689,6.40337,6.296072,6.19977,6.751785,6.862761,6.833978
yggT,7.514138,7.617085,8.146726,7.707414,7.391175,7.112325,7.262687,6.898257,7.177001
yggU,7.43072,7.333209,8.039709,7.098611,7.486063,6.837981,6.990535,6.666288,7.170155
yggW,6.319221,6.346833,5.97067,5.832358,5.908933,6.020902,6.677593,6.749186,6.605628
yggX,9.207822,9.613856,10.001521,10.267629,10.335312,9.593074,9.784684,8.401409,9.40538
yghA,6.218142,6.423393,6.185133,7.170746,6.848748,6.527727,6.635276,6.888621,6.963821
yghB,6.653834,6.465534,6.905122,6.289078,6.348197,6.155446,6.8977,7.009123,6.742222
yghD,6.235344,6.201026,5.805963,5.593503,5.832915,6.046709,6.498889,6.737119,6.767549
yghG,6.411918,6.3274,6.039731,5.200379,6.144577,6.083575,6.140472,6.828733,6.652773
yghJ,6.91126,7.017298,7.074077,6.458021,6.387311,6.37603,6.585639,6.759888,6.711041
yghQ,6.317883,6.300234,6.052285,5.772176,5.687956,5.957682,6.170486,6.701951,6.48694
yghR,6.328011,6.248554,6.143434,5.55462,5.49259,6.012256,6.293076,6.647401,6.388637
yghS,6.263711,6.543852,6.230414,5.627373,5.462805,6.085446,6.283459,6.787354,6.484976
yghT,6.199103,6.595742,6.272919,5.39163,5.396125,5.661579,6.653433,6.900227,6.936391
yghU,6.462838,6.63285,6.56044,7.367755,7.161787,7.002601,7.045454,6.891577,7.068864
yghW,6.070797,6.504509,6.123459,5.114492,5.585533,6.377332,6.122818,6.544393,6.851549
ygiB,9.863976,10.065241,10.778496,9.780584,9.832434,9.00192,9.564641,7.843689,8.999873
ygiC,7.318425,7.181858,7.528524,7.320602,7.331884,6.845427,7.480629,6.931778,7.23977
ygiD,6.396416,6.339636,6.320087,6.147124,5.859473,5.810803,6.418949,6.794793,6.718375
ygiF,6.471578,6.433711,6.136848,6.111261,5.86802,6.484364,6.481024,6.769097,6.667779
ygiL,6.303507,6.313119,5.883034,5.785864,5.490731,6.204434,6.678565,6.875731,6.624613
ygiM,7.47135,7.532208,7.754694,7.329043,7.276646,6.633606,7.897392,7.203319,6.976157
ygiN,7.233696,7.232757,7.2018,7.829412,7.541886,7.697635,7.779601,7.122404,7.079709
ygiQ,6.831181,6.833738,7.012669,6.659382,6.5823,6.468893,6.677226,6.83375,6.986593
ygiS,7.333102,7.434295,7.685562,7.631439,7.450329,7.024176,7.4036,7.048225,7.176083
ygiV,7.29842,7.219323,7.453913,10.487157,10.547251,9.802182,9.076874,7.637422,8.45759
ygiW,7.264518,7.38575,7.341141,11.016188,10.949491,9.985742,8.779063,7.25719,8.648278
ygjH,6.739929,6.513349,6.16545,5.718964,5.996502,6.283996,6.548914,6.882936,6.845829
ygjI,6.313101,6.271108,6.13198,5.597352,5.627665,6.143271,6.40337,6.952753,6.518079
ygjJ,6.429566,6.563372,5.941951,5.898402,5.306991,6.143761,6.602691,6.827057,6.69279
ygjK,6.183328,6.260891,5.922816,6.156154,5.937015,6.289429,6.395388,6.834231,6.666757
ygjP,7.111063,7.152589,7.637502,7.448604,6.881322,6.979911,7.163519,6.997676,7.108577
ygjR,7.395543,7.415226,8.170421,8.031505,7.59701,7.454694,8.379621,7.149148,7.398427
ygjV,6.260252,6.547342,5.983062,5.679114,5.768793,5.812113,6.718636,6.809299,6.469853
yhaB,5.788712,6.117924,6.014288,4.925477,5.469691,5.880367,6.480944,6.648854,6.291383
yhaC,5.881811,6.323946,5.596995,4.857135,5.185074,5.965346,6.522731,6.727893,6.298072
yhaH,6.773495,6.747844,6.7239,8.128665,8.000806,7.568655,6.998602,6.686865,6.695423
yhaI,6.165289,6.202379,6.333173,5.05693,5.651367,6.342626,6.311449,6.828873,6.296366
yhaJ,6.952427,7.171037,7.745587,7.149554,6.796792,6.568397,7.305387,6.949465,7.390289
yhaK,6.282996,6.443325,5.93612,5.907275,5.797324,6.277892,6.523327,6.782644,6.586329
yhaL,6.715083,6.885343,6.824144,6.207424,5.897749,5.966684,7.908513,7.015883,6.942808
yhaM,6.326178,6.555433,6.596786,5.805292,5.658183,6.168702,6.282662,6.609134,6.646105
yhaO,6.578335,6.595071,6.536814,5.799139,5.984521,6.201497,6.663501,6.746796,6.690138
yhaV,7.462649,7.566526,8.221766,8.226614,7.964942,7.497093,7.780277,7.085903,7.094975
yhbE,6.129345,6.130107,6.241935,5.906193,5.974919,6.318949,6.176442,6.31611,6.53333
yhbJ,8.43394,8.617243,9.521542,9.498528,9.48333,8.593559,8.147907,7.325494,8.318782
yhbO,5.928465,5.881934,5.589314,7.24143,7.330343,7.173917,6.721003,6.505843,6.545799
yhbT,6.493791,6.444584,5.880588,6.404052,6.267517,6.263504,6.51863,6.516425,6.569051
yhbU,5.769878,5.88367,5.517213,5.671916,5.823214,6.11101,6.195564,6.489559,6.313863
yhbW,6.209492,6.237984,6.18844,7.173477,7.133379,6.8992,6.752949,6.529727,6.66212
yhbX,6.02068,5.915138,5.849299,5.370757,5.482042,5.732215,6.339048,6.431406,6.221703
yhbY,8.513266,8.522401,9.369163,9.381424,9.49065,8.677931,8.905962,7.172987,8.296742
yhcA,5.868267,5.641662,4.972049,5.125403,5.123914,5.906289,6.032299,6.414474,6.076025
yhcB,7.941488,8.014774,8.612839,8.775133,8.671782,8.01978,8.613767,7.369091,8.418017
yhcC,5.67559,5.549392,5.579452,5.655295,5.475506,5.727539,5.973359,6.183606,6.176762
yhcD,5.996976,5.833573,6.043454,6.361295,6.439457,6.396947,6.440653,6.429432,6.176083
yhcG,5.641748,5.626205,4.702713,5.214747,5.725659,5.539779,5.894357,6.382079,5.956405
yhcH,5.690417,5.62565,5.765376,5.134591,5.067165,5.505161,6.130107,6.271949,5.920603
yhcM,5.893362,5.941529,6.010802,6.360329,6.162391,6.059009,6.396194,6.240181,6.314425
yhcN,5.956266,5.955429,6.452035,7.776828,7.620924,7.399462,6.77174,6.325782,6.337158
yhdE,5.930264,5.816446,5.856562,6.13307,5.897749,5.949558,6.123542,6.138118,5.660866
yhdJ,5.423578,4.917479,5.495535,4.777525,4.907468,5.633199,5.85604,5.953405,5.431021
yhdN,5.90677,5.733951,6.221568,7.423545,7.301935,6.508698,6.481622,6.186243,6.07217
yhdP,6.231336,6.315874,6.667878,6.726082,6.716909,6.556659,6.674291,6.402756,6.555693
yhdT,5.620557,5.517559,6.186223,5.087378,5.271762,4.882154,5.623282,5.835646,5.102868
yhdU,7.122196,7.489366,8.806675,6.700676,7.37603,6.894211,8.290019,6.66269,7.032035
yhdV,5.195072,4.877548,4.234884,4.887282,4.322793,5.076602,5.345006,5.509094,5.58102
yhdX,5.381076,4.908333,4.655466,5.327292,5.562914,5.470634,5.692204,5.865077,5.807072
yhdY,5.131301,4.862749,5.354981,5.204062,5.139469,5.057277,5.625387,5.78474,5.501726
yhdZ,5.388224,5.076816,6.153096,5.858105,6.204649,5.977875,5.704097,5.895884,5.79387
yheO,6.606368,6.820945,6.771463,7.306973,7.113013,6.706199,6.694908,6.546354,6.288912
yheS,7.054566,7.120808,7.511855,7.550216,7.338826,6.953987,7.094574,6.637248,7.168873
yheT,5.903617,5.900891,6.106139,5.925216,5.668261,5.782068,5.886916,6.457824,6.220601
yheU,6.685422,6.612087,7.479384,7.24826,7.285245,6.89506,7.034887,6.3901,6.900493
yheV,7.146115,7.204356,7.433452,8.22178,8.134318,7.469528,8.152655,6.661379,7.638964
yhfA,6.877585,6.848773,7.256709,7.903358,7.725196,7.18434,7.270164,6.535213,6.970992
yhfG,5.733246,5.267648,4.679818,6.5769,6.737768,6.019568,6.019346,6.340936,5.860665
yhfK,6.767867,6.851162,7.405456,7.202045,7.071977,6.720648,6.835368,6.680085,6.722562
yhfL,5.97847,6.191049,5.851974,6.181798,5.819668,6.429047,6.683444,6.543929,6.116219
yhfS,5.7494,5.655524,5.596369,5.23894,5.598335,5.89586,5.915377,6.443706,6.231874
yhfT,5.874207,5.991703,5.240696,5.78191,5.405005,5.906289,6.166836,6.704305,6.331347
yhfU,6.066068,5.989343,5.60804,6.097653,5.968114,6.104274,6.32346,6.820051,6.123294
yhfW,5.888086,5.819234,5.042863,5.50846,5.401835,5.910517,6.079079,6.635276,6.370095
yhfX,5.83557,5.9837,5.358713,5.556705,5.293665,6.051503,6.299611,6.65349,6.360136
yhfY,6.189113,5.87342,6.272919,5.187293,5.775472,5.823418,6.753711,6.752815,6.455097
yhfZ,6.327777,6.321712,6.102574,6.340277,5.728492,6.305059,6.717909,6.778747,6.607316
yhgA,6.428126,6.504763,5.87578,5.89569,6.096431,6.630202,6.593204,7.002646,6.734154
yhgE,6.423225,6.361558,6.191207,6.686164,6.54167,6.846092,6.987014,7.071999,6.737078
yhgN,6.564287,6.649227,6.618048,6.453205,6.549484,6.593533,6.74873,7.103099,6.939074
yhhA,6.710559,6.907696,6.628088,8.583444,8.483441,7.973812,8.150783,7.239646,7.653884
yhhH,6.599541,6.529961,6.077478,5.768449,5.562395,6.156093,6.742626,6.739848,6.574541
yhhI,7.325755,7.396297,7.15765,6.545598,6.551562,7.157559,7.194284,7.716216,7.368472
yhhJ,6.688572,6.670472,6.650664,6.471822,6.389739,6.675703,6.789208,7.162855,7.068316
yhhN,7.03426,7.015894,6.981796,7.365071,7.415243,6.991454,7.166334,7.025128,7.072749
yhhS,6.501694,6.355245,6.141044,6.179073,6.144414,6.478923,6.49488,6.825544,6.812331
yhhT,6.698288,6.626921,6.355369,6.526131,6.444402,6.844951,6.834383,7.108409,6.96352
yhhW,6.429582,6.485717,6.281216,5.861087,6.519007,6.302301,6.489912,6.990308,6.798012
yhhX,7.033731,6.973118,6.882606,7.652544,7.519393,7.219827,7.555379,7.23408,7.223104
yhhY,6.368716,6.299904,6.444501,5.771754,6.115429,6.49496,6.686374,6.856998,6.921317
yhhZ,6.457118,6.528587,5.836858,5.644577,5.506208,6.190437,6.805254,7.014322,6.665563
yhiD,6.769111,6.415285,6.439507,7.790635,7.670508,7.31398,7.631279,7.3274,7.47609
yhiI,6.674814,6.696133,6.482864,6.890276,6.669239,6.889315,7.004265,6.961276,6.986024
yhiJ,6.651884,6.730368,6.175505,5.738525,6.162855,6.541298,6.962815,7.15413,6.564774
yhiM,6.870414,6.743165,6.416249,6.369868,6.431991,6.898994,6.905038,7.138159,7.075158
yhiN,6.747293,6.629575,6.420348,6.492045,6.397906,6.749025,6.88334,7.124452,7.233677
yhjA,6.910085,6.940766,6.58654,6.078076,5.994851,6.757757,6.854981,7.147958,6.979259
yhjB,6.756009,6.945362,6.551393,6.184935,6.443524,6.542753,6.79923,7.018356,6.977784
yhjC,7.387621,7.237229,7.507121,6.618576,6.5756,6.678227,7.635297,7.370339,7.567804
yhjD,7.024973,7.192273,6.636248,7.968252,8.011384,7.739301,7.858261,7.333826,7.512835
yhjE,6.711192,6.735129,6.294896,6.551639,6.429716,6.637393,6.760926,7.061085,7.020102
yhjG,6.789351,6.803963,6.383601,6.767721,6.676451,6.951588,6.851574,7.173137,7.188816
yhjH,6.773878,6.527055,6.495935,5.90564,5.952101,6.464194,6.71441,7.181749,6.768621
yhjJ,7.323568,7.276915,7.448455,6.891541,6.936285,7.053991,7.323109,7.257803,7.298576
yhjK,7.062122,7.082724,6.974277,6.761631,6.579029,6.902496,7.019057,7.288045,7.230664
yhjR,6.884195,6.865449,6.710958,7.071108,6.754968,7.216678,7.113575,7.197148,7.357658
